"ID","Lat","Lon","timestamp","Timeperiod","Timeperiod2","TURNANGLE","STEPLENGTH","BEARING","km_hr","Water_NEAR_DIST","Water_NEAR_FC","Ruggedness","Behaviour"
129,-17.112153,125.575212,"24/04/2015 0:05","Night","Overnight",151.8441644,3.098253794,187.2700457,0.019066177,578.1721932,"Waterpoints",2.828427076,"Sedentary"
129,-17.11218,125.575209,"24/04/2015 0:14","Night","Overnight",98.5766486,0.595514051,285.8466943,0.003573084,578.9984365,"Waterpoints",1.541103482,"Sedentary"
129,-17.112179,125.575203,"24/04/2015 0:24","Night","Overnight",89.95539308,1.84600479,15.80208738,0.011076029,579.5417054,"Waterpoints",1.541103482,"Sedentary"
129,-17.112163,125.575208,"24/04/2015 0:34","Night","Overnight",102.9712177,0.518628731,118.773305,0.003111772,578.7897149,"Waterpoints",1.541103482,"Sedentary"
129,-17.112165,125.575212,"24/04/2015 0:44","Night","Overnight",111.7270668,0.97667854,230.5003719,0.005860071,578.375206,"Waterpoints",1.541103482,"Sedentary"
129,-17.112171,125.575205,"24/04/2015 0:54","Night","Overnight",0.223434614,39.95399328,230.7238065,0.23972396,579.2098263,"Waterpoints",1.541103482,"Sedentary"
129,-17.112403,125.574918,"24/04/2015 1:04","Night","Overnight",-169.2287582,2.67298294,61.49504828,0.016037898,613.788062,"Waterpoints",1.767766953,"Sedentary"
129,-17.112391,125.57494,"24/04/2015 1:14","Night","Overnight",-130.8815069,13.82273207,290.6135414,0.082798395,611.251527,"Waterpoints",1.767766953,"Sedentary"
129,-17.112349,125.574818,"24/04/2015 1:24","Night","Overnight",-16.29003226,8.012024827,274.3235091,0.048072149,623.1778412,"Waterpoints",1.767766953,"Sedentary"
129,-17.112344,125.574742,"24/04/2015 1:34","Night","Overnight",99.66909469,11.53425489,13.99260383,0.069205529,630.9629925,"Waterpoints",1.9039433,"Sedentary"
129,-17.112243,125.574767,"24/04/2015 1:44","Night","Overnight",-0.32230012,1.715383469,13.67030371,0.010292301,626.4994885,"Waterpoints",1.9039433,"Sedentary"
129,-17.112228,125.574771,"24/04/2015 1:54","Night","Overnight",139.2374675,1.139633601,152.9077712,0.006837802,625.8600598,"Waterpoints",1.9039433,"Sedentary"
129,-17.112237,125.574776,"24/04/2015 2:04","Night","Overnight",-149.5101446,3.236718141,3.397626544,0.019420309,625.4909127,"Waterpoints",1.9039433,"Sedentary"
129,-17.112208,125.574777,"24/04/2015 2:14","Night","Overnight",-152.2445447,2.567459355,211.1530819,0.015379124,624.8459512,"Waterpoints",1.9039433,"Sedentary"
129,-17.112228,125.574765,"24/04/2015 2:24","Night","Overnight",174.6884708,2.310698668,25.84155263,0.013864192,626.4684928,"Waterpoints",1.9039433,"Sedentary"
129,-17.112209,125.574774,"24/04/2015 2:34","Night","Overnight",127.1223435,1.689791486,152.9638961,0.010138749,625.1801497,"Waterpoints",1.9039433,"Sedentary"
129,-17.112222,125.574782,"24/04/2015 2:44","Night","Overnight",-165.4776368,0.602966755,347.4862593,0.003617801,624.629858,"Waterpoints",1.9039433,"Sedentary"
129,-17.112217,125.57478,"24/04/2015 2:54","Night","Overnight",136.6991915,2.130630141,124.1854508,0.012783781,624.6765085,"Waterpoints",1.9039433,"Sedentary"
129,-17.112227,125.574797,"24/04/2015 3:04","Night","Overnight",152.6296759,1.049345886,276.8151267,0.006296075,623.100631,"Waterpoints",1.9039433,"Sedentary"
129,-17.112226,125.574787,"24/04/2015 3:14","Night","Overnight",87.20153198,1.685805098,4.016658666,0.010114831,624.1143009,"Waterpoints",1.9039433,"Sedentary"
129,-17.112211,125.574788,"24/04/2015 3:24","Night","Overnight",-125.1324314,1.216229375,238.8842272,0.007285234,623.7610224,"Waterpoints",1.9039433,"Sedentary"
129,-17.112217,125.574778,"24/04/2015 3:34","Night","Overnight",30.01234883,0.34091046,268.8965761,0.002045463,624.8798227,"Waterpoints",1.9039433,"Sedentary"
129,-17.112217,125.574775,"24/04/2015 3:44","Night","Overnight",41.0438319,0.50825802,309.940408,0.003049548,625.2182335,"Waterpoints",1.9039433,"Sedentary"
129,-17.112214,125.574772,"24/04/2015 3:54","Night","Overnight",-33.93987749,1.090641269,276.0005305,0.006543848,625.5585395,"Waterpoints",1.9039433,"Sedentary"
129,-17.112213,125.574761,"24/04/2015 4:04","Morn","Overnight",123.4193242,1.772580527,39.41985469,0.010635483,626.6167928,"Waterpoints",1.9039433,"Sedentary"
129,-17.112201,125.574772,"24/04/2015 4:14","Morn","Overnight",171.7951179,1.785516663,211.2149726,0.0107131,625.3130397,"Waterpoints",1.9039433,"Sedentary"
129,-17.112215,125.574763,"24/04/2015 4:24","Morn","Overnight",139.1487502,1.94756965,350.3637227,0.011685418,626.4404266,"Waterpoints",1.9039433,"Sedentary"
129,-17.112197,125.57476,"24/04/2015 4:34","Morn","Overnight",53.29236815,2.690513852,43.65609088,0.016116223,626.4989835,"Waterpoints",1.9039433,"Sedentary"
129,-17.11218,125.574777,"24/04/2015 4:44","Morn","Overnight",166.7378775,2.433227585,210.3939684,0.014599366,624.3961868,"Waterpoints",1.9039433,"Sedentary"
129,-17.112199,125.574766,"24/04/2015 4:54","Morn","Overnight",176.3722198,2.501079433,26.76618817,0.015006477,625.8993213,"Waterpoints",1.9039433,"Sedentary"
129,-17.112178,125.574776,"24/04/2015 5:04","Morn","Overnight",145.4722005,4.456181527,172.2383887,0.026737089,624.4820565,"Waterpoints",1.9039433,"Sedentary"
129,-17.112218,125.574782,"24/04/2015 5:14","Morn","Overnight",154.0356386,4.513593536,326.2740272,0.027081561,624.4898241,"Waterpoints",1.9039433,"Sedentary"
129,-17.112185,125.574758,"24/04/2015 5:24","Morn","Overnight",-158.1835728,4.70989062,168.0904544,0.028259344,626.4575609,"Waterpoints",1.9039433,"Direct Movement"
129,-17.112226,125.574768,"24/04/2015 5:34","Morn","Overnight",172.511341,96.47339262,340.6017954,0.578840356,626.1289456,"Waterpoints",1.9039433,"Direct Movement"
129,-17.111408,125.574456,"24/04/2015 5:44","Morn","Overnight",-50.84019971,50.66629448,289.7615957,0.303491947,651.8927494,"Waterpoints",4.015594482,"Direct Movement"
129,-17.111259,125.574006,"24/04/2015 5:54","Morn","Overnight",10.96945007,69.9036988,300.7310458,0.419422193,699.8462207,"Waterpoints",5.744562626,"Direct Movement"
129,-17.110944,125.573437,"24/04/2015 6:04","Morn","Morn",61.24661491,165.0011309,1.977660702,0.990006785,761.673124,"Waterpoints",4.703722,"Direct Movement"
129,-17.109454,125.57347,"24/04/2015 6:14","Morn","Morn",-3.335684198,67.79004952,358.6419765,0.406740297,785.481844,"Waterpoints",2.207940102,"Direct Movement"
129,-17.108842,125.573447,"24/04/2015 6:24","Morn","Morn",-16.3415181,109.3089669,342.3004584,0.655853801,808.6137605,"Waterpoints",2.598076105,"Direct Movement"
129,-17.107906,125.573122,"24/04/2015 6:34","Morn","Morn",-51.78475152,62.69189805,290.5157069,0.376151388,858.8530018,"Rivers",2.872281313,"Direct Movement"
129,-17.107714,125.572568,"24/04/2015 6:44","Morn","Morn",5.182388694,205.366152,295.6980956,1.232196912,799.3175344,"Rivers",4.077376842,"Direct Movement"
129,-17.106932,125.570819,"24/04/2015 6:54","Morn","Morn",30.83648117,165.8382176,326.5345767,0.993373683,601.8395406,"Rivers",2.893959284,"Direct Movement"
129,-17.105694,125.569943,"24/04/2015 7:05","Morn","Morn",-6.168099671,117.8728714,320.3664771,0.707237228,441.3183279,"Rivers",3.221024752,"Direct Movement"
129,-17.104883,125.569226,"24/04/2015 7:15","Morn","Morn",35.54628561,75.42062909,355.9127627,0.452523775,326.3210684,"Rivers",4.821825504,"Direct Movement"
129,-17.104204,125.569166,"24/04/2015 7:25","Morn","Morn",-38.00341838,29.78216889,317.9093443,0.178693013,284.1675027,"Rivers",5.408327103,"Direct Movement"
129,-17.104007,125.568976,"24/04/2015 7:35","Morn","Morn",15.80095642,25.36202934,333.7103007,0.152172176,257.0962456,"Rivers",3.840572834,"Direct Movement"
129,-17.103803,125.568867,"24/04/2015 7:45","Morn","Morn",-35.25881895,101.6328989,298.4514818,0.609797393,237.8127353,"Rivers",3.221024752,"Direct Movement"
